Restaurent name,Cuisine types,Rating,Price,Distance,Location,what_people_like_about_us,textual_features
Papa Ji Da Dhaba,North Indian,4.2,125.0,2.7,"Civil Lines, Agra","Exquisite Taste, Good Bartenders, Satisfying Portions","North Indian Exquisite Taste, Good Bartenders, Satisfying Portions"
Theobroma,"Bakery, Desserts",3.374251,150.0,3.2,"Khandari, Agra","Hospitality, Ambience, Customizable Dishes","Bakery, Desserts Hospitality, Ambience, Customizable Dishes"
Sarpanch,"North Indian, South Indian, Fast Food, Chinese, Coffee, Ice Cream",3.374251,300.0,2.8,"Civil Lines, Agra","Staff, Well-priced Options, Good Music","North Indian, South Indian, Fast Food, Chinese, Coffee, Ice Cream Staff, Well-priced Options, Good Music"
Dasaprakash - A South Indian Cafe,South Indian,3.3,400.0,2.7,"Tajganj, Agra","Efficient Service, Well-priced Options, Courteous Staff","South Indian Efficient Service, Well-priced Options, Courteous Staff"
Golden China Restaurant,"Chinese, Rolls, North Indian, Mughlai, Biryani, Italian, Desserts, Beverages",3.7,500.0,3.5,"Tajganj, Agra","Good Music, Extensive Mocktail Menu, Sophisticated","Chinese, Rolls, North Indian, Mughlai, Biryani, Italian, Desserts, Beverages Good Music, Extensive Mocktail Menu, Sophisticated"
Brijwasi  Sweets & Restaurant,"Mithai, North Indian, South Indian, Fast Food, Shake",3.7,175.0,2.4,"Civil Lines, Agra","Hospitable Staff, Cozy Ambiance, Main Course","Mithai, North Indian, South Indian, Fast Food, Shake Hospitable Staff, Cozy Ambiance, Main Course"
Bhoji,"North Indian, Fast Food, Burger, Shake",3.7,175.0,4.0,"Shahganj, Agra","Cozy Ambiance, Vintage Decor, Exquisite Taste","North Indian, Fast Food, Burger, Shake Cozy Ambiance, Vintage Decor, Exquisite Taste"
The Forest,"North Indian, Italian, Chinese",4.0,400.0,5.5,"Sikandra, Agra","Authentic Flavors, Ambiance, Efficient Service","North Indian, Italian, Chinese Authentic Flavors, Ambiance, Efficient Service"
Chatora Station Restaurant,"North Indian, Chinese, Fast Food, Mughlai",3.9,200.0,5.6,"Gopal Pura, Agra","Brewed Beer, Efficient Service, Young Crowd","North Indian, Chinese, Fast Food, Mughlai Brewed Beer, Efficient Service, Young Crowd"
Udupi Brindavan Vegetarian Restaurant,"South Indian, North Indian, Chinese",3.374251,450.0,3.3,"Kamla Nagar, Agra","Attentive Service, Good Bartenders, Hospitable Staff","South Indian, North Indian, Chinese Attentive Service, Good Bartenders, Hospitable Staff"
Australian Cafe Pizza,"Pizza, Burger, Fast Food",4.2,200.0,3.9,"Shahganj, Agra","Staff, Comfortable Seating, Quantity","Pizza, Burger, Fast Food Staff, Comfortable Seating, Quantity"
Chimmanlal Puri Wale,"North Indian, Street Food, Mithai",3.8,150.0,0.417,"Mantola, Agra","Authentic Flavors, Creative Cuisine, Good Bartenders","North Indian, Street Food, Mithai Authentic Flavors, Creative Cuisine, Good Bartenders"
Infini – The Sky Lounge - Taj Hotel & Convention Centre,"North Indian, Fast Food, Finger Food, Beverages",4.0,1400.0,4.3,"Taj Hotel & Convention Centre, Tajganj, Agra","Perfect Place, Comfortable Seating, Weekend Brunch","North Indian, Fast Food, Finger Food, Beverages Perfect Place, Comfortable Seating, Weekend Brunch"
Bhagat Halwai,"Mithai, North Indian, Street Food, Fast Food, Beverages",4.0,200.0,4.0,"Shahganj, Agra","Friendly Staff, Delicious Food, Seasonal Menu","Mithai, North Indian, Street Food, Fast Food, Beverages Friendly Staff, Delicious Food, Seasonal Menu"
Deepee,"South Indian, Continental, Ice Cream, Beverages, Fast Food",3.7,400.0,1.7,"Rakabganj, Agra","Perfect Place, Innovative Dishes, Creative Cuisine","South Indian, Continental, Ice Cream, Beverages, Fast Food Perfect Place, Innovative Dishes, Creative Cuisine"
Wonder Terrace Bar & Kitchen,"North Indian, Continental, Finger Food, Beverages, BBQ",4.0,1750.0,4.2,"Radisson Hotel Agra, Tajganj, Agra","Great for Dates, Friendly Staff, Consistent Quality","North Indian, Continental, Finger Food, Beverages, BBQ Great for Dates, Friendly Staff, Consistent Quality"
The Chapter Kitchen,"North Indian, Continental, Oriental, Pizza, Beverages",4.0,600.0,4.0,"Khandari, Agra","Hospitality, Delicious Food, Perfect Place","North Indian, Continental, Oriental, Pizza, Beverages Hospitality, Delicious Food, Perfect Place"
Amritsari Kulcha Junction,"North Indian, Chinese, Rolls, Beverages",3.7,250.0,2.7,"Civil Lines, Agra","Creative Cuisine, Young Crowd, Peaceful Ambience","North Indian, Chinese, Rolls, Beverages Creative Cuisine, Young Crowd, Peaceful Ambience"
Maikhana – ITC Mughal,Finger Food,4.1,1000.0,3.2,"ITC Mughal, Tajganj, Agra","Good Music, Breakfast, Friendly Staff","Finger Food Good Music, Breakfast, Friendly Staff"
Masala Handi,"North Indian, Chinese, Fast Food, South Indian, Desserts",3.0,200.0,2.7,"Civil Lines, Agra","Live Sports Screening, Local Sourcing, Good Music","North Indian, Chinese, Fast Food, South Indian, Desserts Live Sports Screening, Local Sourcing, Good Music"
Romo's Bistro,"North Indian, Chinese, Fast Food, Momos, Rolls",2.7,300.0,3.6,"Khandari, Agra","Brewed Beer, Weekend Brunch, Ambience","North Indian, Chinese, Fast Food, Momos, Rolls Brewed Beer, Weekend Brunch, Ambience"
Peshawri - ITC Mughal,"North Indian, Mughlai",4.5,3000.0,3.2,"ITC Mughal, Tajganj, Agra","Vintage Decor, Main Course, Staff","North Indian, Mughlai Vintage Decor, Main Course, Staff"
Star Ultimate Pizza,"Fast Food, Pasta, Beverages",4.0,200.0,3.3,"Tajganj, Agra","Sophisticated, Great Service, Local Sourcing","Fast Food, Pasta, Beverages Sophisticated, Great Service, Local Sourcing"
Plush Bar,"Continental, Fast Food",3.9,1350.0,4.3,"DoubleTree by Hilton Hotel Agra, Tajganj, Agra","Efficient Service, Comfortable Seating, Breakfast","Continental, Fast Food Efficient Service, Comfortable Seating, Breakfast"
Gifi,"Burger, Sandwich, Fast Food, Waffle, Desserts, Shake, Beverages",3.374251,150.0,4.7,"Tajganj, Agra","Trendy Setting, Delicious Food, Comfortable Seating","Burger, Sandwich, Fast Food, Waffle, Desserts, Shake, Beverages Trendy Setting, Delicious Food, Comfortable Seating"
Tealogy,"Beverages, Shake, Sandwich, Fast Food, Street Food",4.6,200.0,2.7,"Civil Lines, Agra","Creative Cuisine, Inviting Decor, Ambience","Beverages, Shake, Sandwich, Fast Food, Street Food Creative Cuisine, Inviting Decor, Ambience"
Meet N Eat Onwheel,"North Indian, Chinese, Burger, Fast Food",3.374251,150.0,5.9,"Dayal Bagh, Agra","Impeccable Presentation, Diverse Menu, Perfect Place","North Indian, Chinese, Burger, Fast Food Impeccable Presentation, Diverse Menu, Perfect Place"
New Agra Fast Food & Restaurant,"North Indian, South Indian",3.7,125.0,3.3,"Tajganj, Agra","Creative Cuisine, Vintage Decor, Sophisticated","North Indian, South Indian Creative Cuisine, Vintage Decor, Sophisticated"
Pizza King,"Pizza, Fast Food",3.374251,225.0,4.1,"Tajganj, Agra","Good Music, Local Sourcing, Exquisite Taste","Pizza, Fast Food Good Music, Local Sourcing, Exquisite Taste"
Costa Coffee,"Cafe, Coffee, Beverages, Bakery, Desserts",3.374251,400.0,3.0,"Civil Lines, Agra","Customizable Dishes, Creative Cuisine, Staff","Cafe, Coffee, Beverages, Bakery, Desserts Customizable Dishes, Creative Cuisine, Staff"
Cremeborne - Ice Creams and Desserts,"Bakery, Waffle, Ice Cream, Coffee, Shake",4.0,250.0,4.4,"Khandari, Agra","Exquisite Taste, Perfect Place, Ambience","Bakery, Waffle, Ice Cream, Coffee, Shake Exquisite Taste, Perfect Place, Ambience"
Bikanervala,"Mithai, North Indian, Chinese, South Indian, Fast Food, Desserts, Beverages",4.0,350.0,3.5,"Tajganj, Agra","Seasonal Menu, Inviting Decor, Delicious Food","Mithai, North Indian, Chinese, South Indian, Fast Food, Desserts, Beverages Seasonal Menu, Inviting Decor, Delicious Food"
Bhagat Halwai,"Mithai, Chinese, South Indian, Street Food, Fast Food, Desserts, Bakery",3.8,150.0,4.5,"Dayal Bagh, Agra","Efficient Service, Live Sports Screening, Peaceful Ambience","Mithai, Chinese, South Indian, Street Food, Fast Food, Desserts, Bakery Efficient Service, Live Sports Screening, Peaceful Ambience"
Jain Fast Food & Restaurant,"North Indian, South Indian, Chinese, Fast Food",3.374251,225.0,3.8,"Trans Yamuna, Agra","Cozy Ambiance, Local Sourcing, Seasonal Menu","North Indian, South Indian, Chinese, Fast Food Cozy Ambiance, Local Sourcing, Seasonal Menu"
C'est Chine - Jaypee Palace Hotel,Chinese,4.4,1250.0,4.4,"Jaypee Palace Hotel, Tajganj, Agra","Efficient Service, Authentic Flavors, Main Course","Chinese Efficient Service, Authentic Flavors, Main Course"
Charlly Restaurant & Resort,"South Indian, Pizza, Burger, Chinese, Fast Food, Salad, Desserts, Beverages",3.374251,150.0,12.3,"Shahganj, Agra","Breakfast, Good Bartenders, Vintage Decor","South Indian, Pizza, Burger, Chinese, Fast Food, Salad, Desserts, Beverages Breakfast, Good Bartenders, Vintage Decor"
Bread N Mime Cafe,"Cafe, Fast Food, Burger, North Indian, Street Food, Beverages, Desserts",3.9,300.0,4.4,"Tajganj, Agra","Satisfying Portions, Clean Environment, Flavorful Creations","Cafe, Fast Food, Burger, North Indian, Street Food, Beverages, Desserts Satisfying Portions, Clean Environment, Flavorful Creations"
Shree Ram Poori Wale,"North Indian, Street Food",3.8,50.0,5.2,"Sikandra, Agra","Diverse Menu, Seasonal Menu, Sustainable Practices","North Indian, Street Food Diverse Menu, Seasonal Menu, Sustainable Practices"
Joney's Place,"Biryani, Fast Food, North Indian, Chinese, Beverages",2.6,225.0,2.4,"Tajganj, Agra","Consistent Quality, Warm Atmosphere, Cozy Ambiance","Biryani, Fast Food, North Indian, Chinese, Beverages Consistent Quality, Warm Atmosphere, Cozy Ambiance"
MKOP,"Bakery, Desserts, Street Food, Rolls, Beverages",4.3,150.0,2.7,"Civil Lines, Agra","Sustainable Practices, Customizable Dishes, Ambience","Bakery, Desserts, Street Food, Rolls, Beverages Sustainable Practices, Customizable Dishes, Ambience"
Hippo's Krates Cafe,"Chinese, Momos, Beverages, Fast Food",4.0,300.0,3.7,"Tajganj, Agra","Warm Atmosphere, Creative Cuisine, Staff","Chinese, Momos, Beverages, Fast Food Warm Atmosphere, Creative Cuisine, Staff"
Ram Babu Parathe Wale,"North Indian, South Indian, Chinese, Fast Food, Desserts",3.3,200.0,8.7,"Sikandra, Agra","Great Service, Delicious Food, Local Sourcing","North Indian, South Indian, Chinese, Fast Food, Desserts Great Service, Delicious Food, Local Sourcing"
Agarwal Chat Bhandhar,"Street Food, South Indian",4.1,75.0,4.2,"Agra Cantt, Agra","Sustainable Practices, Ambiance, Sophisticated","Street Food, South Indian Sustainable Practices, Ambiance, Sophisticated"
Bethakk,"Fast Food, Beverages",4.1,125.0,1.3,"Rakabganj, Agra","Sophisticated, Main Course, Ambiance","Fast Food, Beverages Sophisticated, Main Course, Ambiance"
Al Zameer Restaurant,"North Indian, Mughlai",3.8,200.0,1.9,"Mantola, Agra","Ambience, Good Music, Memorable Experience","North Indian, Mughlai Ambience, Good Music, Memorable Experience"
Jai Maa Bhawani Bhojanalya,North Indian,3.0,100.0,4.6,"Trans Yamuna, Agra","Warm Atmosphere, Trendy Setting, Clean Environment","North Indian Warm Atmosphere, Trendy Setting, Clean Environment"
Bhagat Halwai,"Mithai, North Indian, Momos, Chinese, Street Food, Pizza, Fast Food",3.0,200.0,7.0,"Sikandra, Agra","Flavorful Creations, Customizable Dishes, Well-priced Options","Mithai, North Indian, Momos, Chinese, Street Food, Pizza, Fast Food Flavorful Creations, Customizable Dishes, Well-priced Options"
Haldiram Food Court,North Indian,3.7,100.0,3.1,"Civil Lines, Agra","Cozy Ambiance, Inviting Decor, Breakfast","North Indian Cozy Ambiance, Inviting Decor, Breakfast"
Nazeer Foods,"North Indian, Fast Food, Biryani",3.0,250.0,2.8,"Civil Lines, Agra","Local Sourcing, Peaceful Ambience, Sophisticated","North Indian, Fast Food, Biryani Local Sourcing, Peaceful Ambience, Sophisticated"
Pizza Delight Cafe And Restaurant,"Pizza, Fast Food",3.6,125.0,6.3,"Trans Yamuna, Agra","Brewed Beer, Warm Atmosphere, Customizable Dishes","Pizza, Fast Food Brewed Beer, Warm Atmosphere, Customizable Dishes"
Red Chilli Cafe & Restaurant,"North Indian, Chinese, Street Food, Mughlai, South Indian, Fast Food, Beverages, Desserts",3.5,700.0,2.4,"Agra Cantt, Agra","Perfect Place, Good Music, Staff","North Indian, Chinese, Street Food, Mughlai, South Indian, Fast Food, Beverages, Desserts Perfect Place, Good Music, Staff"
Maple Restaurant,"North Indian, Chinese, Rolls, Fast Food",3.5,250.0,4.0,"Tajganj, Agra","Perfect Place, Courteous Staff, Trendy Setting","North Indian, Chinese, Rolls, Fast Food Perfect Place, Courteous Staff, Trendy Setting"
Aleem Restaurant,North Indian,3.374251,175.0,2.7,"Civil Lines, Agra","Cafe, Authentic Flavors, Inviting Decor","North Indian Cafe, Authentic Flavors, Inviting Decor"
The Restaurant - Trident Hotel,"North Indian, Chinese, Continental",4.2,1000.0,4.3,"Trident Hotel, Tajganj, Agra","Quantity, Perfect Place, Weekend Brunch","North Indian, Chinese, Continental Quantity, Perfect Place, Weekend Brunch"
Welcome Yadav Dhaba,North Indian,3.9,150.0,3.3,"Lohamandi, Agra","Ambience, Variety of Beer, Good Music","North Indian Ambience, Variety of Beer, Good Music"
Cakery N Bakery,"Bakery, Desserts, Coffee, Sandwich, Fast Food, Burger",3.6,250.0,4.0,"Tajganj, Agra","Fresh Ingredients, Cozy Ambiance, Friendly Staff","Bakery, Desserts, Coffee, Sandwich, Fast Food, Burger Fresh Ingredients, Cozy Ambiance, Friendly Staff"
Peppers Cafe & Kitchen,"Italian, Chinese, North Indian, Desserts, Shake",3.374251,500.0,7.1,"Sikandra, Agra","Great for Dates, Sophisticated, Cafe","Italian, Chinese, North Indian, Desserts, Shake Great for Dates, Sophisticated, Cafe"
Chainess,"Street Food, Sandwich, Fast Food, Tea, Beverages",4.4,150.0,2.8,"Civil Lines, Agra","Extensive Mocktail Menu, Delicious Food, Ambience","Street Food, Sandwich, Fast Food, Tea, Beverages Extensive Mocktail Menu, Delicious Food, Ambience"
Gymlicious,"North Indian, Chinese, Fast Food, American, Beverages, Healthy Food",3.3,125.0,4.0,"Khandari, Agra","Consistent Quality, Customizable Dishes, Cozy Ambiance","North Indian, Chinese, Fast Food, American, Beverages, Healthy Food Consistent Quality, Customizable Dishes, Cozy Ambiance"
Agra Chat Cafe,Street Food,3.7,50.0,2.7,"Tajganj, Agra","Trendy Setting, Quantity, Variety of Beer","Street Food Trendy Setting, Quantity, Variety of Beer"
Hotel Amar - Noorjahan Restaurant,"Bar Food, Chinese, Continental, South Indian, Fast Food, North Indian, Desserts, Beverages",3.9,450.0,2.5,"Hotel Amar, Tajganj, Agra","Local Sourcing, Hospitality, Weekend Brunch","Bar Food, Chinese, Continental, South Indian, Fast Food, North Indian, Desserts, Beverages Local Sourcing, Hospitality, Weekend Brunch"
The Burger Company,"Burger, Fast Food, Momos, Pizza, Sandwich, Desserts, Beverages, Shake",3.4,250.0,3.7,"Khandari, Agra","Warm Atmosphere, Main Course, Diverse Menu","Burger, Fast Food, Momos, Pizza, Sandwich, Desserts, Beverages, Shake Warm Atmosphere, Main Course, Diverse Menu"
Shree Bankey Bihari Misthan Bhandar,"Mithai, Street Food, South Indian, Chinese, Ice Cream, Desserts, Beverages",3.6,200.0,3.6,"Trans Yamuna, Agra","Great for Dates, Peaceful Ambience, Cafe","Mithai, Street Food, South Indian, Chinese, Ice Cream, Desserts, Beverages Great for Dates, Peaceful Ambience, Cafe"
Shree Bankey Bihari Misthan Bhandar,"Mithai, Street Food",3.7,150.0,3.9,"Kamla Nagar, Agra","Flavorful Creations, Seasonal Menu, Satisfying Portions","Mithai, Street Food Flavorful Creations, Seasonal Menu, Satisfying Portions"
Brijbhog Misthan Bhandar & Restaurant,Mithai,3.374251,100.0,5.9,"Sikandra, Agra","Clean Environment, Consistent Quality, Great for Dates","Mithai Clean Environment, Consistent Quality, Great for Dates"
Urban Dhaba Sethi Wala,"North Indian, Fast Food, Burger, Shake, Beverages",3.5,125.0,4.9,"Tajganj, Agra","Fresh Ingredients, Local Sourcing, Memorable Experience","North Indian, Fast Food, Burger, Shake, Beverages Fresh Ingredients, Local Sourcing, Memorable Experience"
Sri Dauji Mishthan Bhandar,"Mithai, North Indian",3.3,175.0,2.4,"Civil Lines, Agra","Vintage Decor, Comfortable Seating, Peaceful Ambience","Mithai, North Indian Vintage Decor, Comfortable Seating, Peaceful Ambience"
Pandit Dhaba,North Indian,3.4,150.0,4.6,"Dayal Bagh, Agra","Great Service, Courteous Staff, Staff","North Indian Great Service, Courteous Staff, Staff"
Hyderabadi Dum Biryani Point,"Biryani, Chinese",3.5,200.0,4.4,"Arjun Nagar, Agra","Clean Environment, Cafe, Weekend Brunch","Biryani, Chinese Clean Environment, Cafe, Weekend Brunch"
Pizza House Family Restaurant,"South Indian, North Indian, Fast Food, Chinese, Pizza, Beverages",3.0,200.0,5.5,"Agra Cantt, Agra","Impeccable Presentation, Vintage Decor, Weekend Brunch","South Indian, North Indian, Fast Food, Chinese, Pizza, Beverages Impeccable Presentation, Vintage Decor, Weekend Brunch"
Udupi Brindavan,"South Indian, North Indian",3.4,300.0,2.7,"Tajganj, Agra","Good Music, Well-priced Options, Breakfast","South Indian, North Indian Good Music, Well-priced Options, Breakfast"
Social Attitude,"North Indian, Fast Food, Healthy Food",3.9,200.0,3.3,"Lohamandi, Agra","Exquisite Taste, Hospitality, Main Course","North Indian, Fast Food, Healthy Food Exquisite Taste, Hospitality, Main Course"
Red Grill,"North Indian, Chinese, Mughlai",3.4,200.0,5.5,"Dayal Bagh, Agra","Hospitality, Well-priced Options, Impeccable Presentation","North Indian, Chinese, Mughlai Hospitality, Well-priced Options, Impeccable Presentation"
Rockstar Cafe,"Chinese, North Indian, Fast Food, Desserts, Beverages",3.2,200.0,6.3,"Kuberpur, Agra","Trendy Setting, Peaceful Ambience, Friendly Staff","Chinese, North Indian, Fast Food, Desserts, Beverages Trendy Setting, Peaceful Ambience, Friendly Staff"
3C's Cafe,"Fast Food, Beverages, Shake, Burger, Momos, Coffee, Cafe",4.3,350.0,2.7,"Civil Lines, Agra","Delicious Food, Well-priced Options, Comfortable Seating","Fast Food, Beverages, Shake, Burger, Momos, Coffee, Cafe Delicious Food, Well-priced Options, Comfortable Seating"
Cake & More,"Bakery, Fast Food, Ice Cream, Desserts, Beverages",3.5,150.0,2.5,"Tajganj, Agra","Vintage Decor, Satisfying Portions, Perfect Place","Bakery, Fast Food, Ice Cream, Desserts, Beverages Vintage Decor, Satisfying Portions, Perfect Place"
Taj Mahal Restaurant,"North Indian, Mughlai, Chinese, Fast Food, Desserts, Beverages",3.2,500.0,3.4,"Tajganj, Agra","Great for Dates, Seasonal Menu, Cozy Ambiance","North Indian, Mughlai, Chinese, Fast Food, Desserts, Beverages Great for Dates, Seasonal Menu, Cozy Ambiance"
